date,game,platform,revenue_usd,dau,downloads
2025-11-20,듀엣 나이트 어비스,AOS,18676.92,40444.0,
2025-11-20,듀엣 나이트 어비스,iOS,8871.59,76734.0,
2025-11-20,블루 아카이브,AOS,69558.44,241899.0,
2025-11-20,블루 아카이브,iOS,175775.19,154197.0,
2025-11-20,스타 세이비어,AOS,52794.1,,
2025-11-20,스타 세이비어,iOS,41901.34,,
2025-11-20,스텔라소라,AOS,87912.78,26594.0,
2025-11-20,스텔라소라,iOS,95166.12,7217.0,
2025-11-20,승리의여신: 니케,AOS,379696.15,321465.0,
2025-11-20,승리의여신: 니케,iOS,345746.58,287497.0,
2025-11-20,카오스 제로 나이트메어,AOS,126136.0,73138.0,
2025-11-20,카오스 제로 나이트메어,iOS,101993.61,54345.0,
2025-11-21,듀엣 나이트 어비스,AOS,19981.55,41702.0,
2025-11-21,듀엣 나이트 어비스,iOS,9514.51,74806.0,
2025-11-21,블루 아카이브,AOS,111909.63,240371.0,
2025-11-21,블루 아카이브,iOS,71484.72,154711.0,
2025-11-21,스타 세이비어,AOS,70279.12,,
2025-11-21,스타 세이비어,iOS,48344.88,,
2025-11-21,스텔라소라,AOS,118861.07,29470.0,
2025-11-21,스텔라소라,iOS,42960.8,6981.0,
2025-11-21,승리의여신: 니케,AOS,492738.88,293841.0,
2025-11-21,승리의여신: 니케,iOS,235120.21,260089.0,
2025-11-21,카오스 제로 나이트메어,AOS,148077.33,82990.0,
2025-11-21,카오스 제로 나이트메어,iOS,89724.51,49455.0,
2025-11-22,듀엣 나이트 어비스,AOS,17646.95,44372.0,
2025-11-22,듀엣 나이트 어비스,iOS,9937.54,75658.0,
2025-11-22,블루 아카이브,AOS,102242.44,233766.0,
2025-11-22,블루 아카이브,iOS,48455.89,162629.0,
2025-11-22,스타 세이비어,AOS,85689.07,,
2025-11-22,스타 세이비어,iOS,48031.57,,
2025-11-22,스텔라소라,AOS,106233.46,30315.0,
2025-11-22,스텔라소라,iOS,31886.81,8758.0,
2025-11-22,승리의여신: 니케,AOS,372969.0,294425.0,
2025-11-22,승리의여신: 니케,iOS,170306.02,269799.0,
2025-11-22,카오스 제로 나이트메어,AOS,119531.62,92944.0,
2025-11-22,카오스 제로 나이트메어,iOS,80038.45,54740.0,
2025-11-23,듀엣 나이트 어비스,AOS,16386.12,45062.0,
2025-11-23,듀엣 나이트 어비스,iOS,9995.25,75804.0,
2025-11-23,블루 아카이브,AOS,75750.32,228462.0,
2025-11-23,블루 아카이브,iOS,42627.41,157163.0,
2025-11-23,스타 세이비어,AOS,78528.35,,
2025-11-23,스타 세이비어,iOS,49960.42,,
2025-11-23,스텔라소라,AOS,85804.65,22456.0,
2025-11-23,스텔라소라,iOS,27546.44,10288.0,
2025-11-23,승리의여신: 니케,AOS,279392.02,297063.0,
2025-11-23,승리의여신: 니케,iOS,150510.26,278139.0,
2025-11-23,카오스 제로 나이트메어,AOS,95290.62,86608.0,
2025-11-23,카오스 제로 나이트메어,iOS,80789.48,54541.0,
2025-11-24,듀엣 나이트 어비스,AOS,16283.48,41056.0,
2025-11-24,듀엣 나이트 어비스,iOS,12616.69,69811.0,
2025-11-24,블루 아카이브,AOS,65580.94,247765.0,
2025-11-24,블루 아카이브,iOS,31638.25,162894.0,
2025-11-24,스타 세이비어,AOS,81246.12,,
2025-11-24,스타 세이비어,iOS,34828.3,,
2025-11-24,스텔라소라,AOS,54793.18,16111.0,
2025-11-24,스텔라소라,iOS,28902.97,8378.0,
2025-11-24,승리의여신: 니케,AOS,220403.1,277754.0,
2025-11-24,승리의여신: 니케,iOS,144765.86,259074.0,
2025-11-24,카오스 제로 나이트메어,AOS,78653.94,73890.0,
2025-11-24,카오스 제로 나이트메어,iOS,66874.07,41968.0,
2025-11-25,듀엣 나이트 어비스,AOS,17466.01,41869.0,
2025-11-25,듀엣 나이트 어비스,iOS,22166.58,70296.0,
2025-11-25,블루 아카이브,AOS,60915.09,218592.0,
2025-11-25,블루 아카이브,iOS,27719.79,142674.0,
2025-11-25,스타 세이비어,AOS,132206.58,,
2025-11-25,스타 세이비어,iOS,33220.35,,
2025-11-25,스텔라소라,AOS,35555.94,18700.0,
2025-11-25,스텔라소라,iOS,23827.87,6967.0,
2025-11-25,승리의여신: 니케,AOS,206235.61,283522.0,
2025-11-25,승리의여신: 니케,iOS,179630.4,259651.0,
2025-11-25,카오스 제로 나이트메어,AOS,85630.22,79203.0,
2025-11-25,카오스 제로 나이트메어,iOS,68898.78,39910.0,
2025-11-26,듀엣 나이트 어비스,AOS,19027.83,38173.0,
2025-11-26,듀엣 나이트 어비스,iOS,15148.89,70530.0,
2025-11-26,블루 아카이브,AOS,36717.34,224196.0,
2025-11-26,블루 아카이브,iOS,26992.78,147558.0,
2025-11-26,스타 세이비어,AOS,158487.22,,
2025-11-26,스타 세이비어,iOS,27422.05,,
2025-11-26,스텔라소라,AOS,31218.42,16050.0,
2025-11-26,스텔라소라,iOS,19485.76,6249.0,
2025-11-26,승리의여신: 니케,AOS,163699.38,263303.0,
2025-11-26,승리의여신: 니케,iOS,197329.67,236716.0,
2025-11-26,카오스 제로 나이트메어,AOS,77966.58,72199.0,
2025-11-26,카오스 제로 나이트메어,iOS,62173.3,42163.0,
2025-11-27,듀엣 나이트 어비스,AOS,21110.43,36644.0,
2025-11-27,듀엣 나이트 어비스,iOS,12897.58,71346.0,
2025-11-27,블루 아카이브,AOS,33292.95,220891.0,
2025-11-27,블루 아카이브,iOS,30383.95,143790.0,
2025-11-27,스타 세이비어,AOS,119495.15,,
2025-11-27,스타 세이비어,iOS,54173.51,,
2025-11-27,스텔라소라,AOS,27472.68,14879.0,
2025-11-27,스텔라소라,iOS,15735.88,5466.0,
2025-11-27,승리의여신: 니케,AOS,157399.55,260109.0,
2025-11-27,승리의여신: 니케,iOS,157561.68,241212.0,
2025-11-27,카오스 제로 나이트메어,AOS,79557.6,63549.0,
2025-11-27,카오스 제로 나이트메어,iOS,62549.89,50848.0,
2025-11-28,듀엣 나이트 어비스,AOS,23494.11,40831.0,
2025-11-28,듀엣 나이트 어비스,iOS,11452.0,75452.0,
2025-11-28,블루 아카이브,AOS,57456.39,223670.0,
2025-11-28,블루 아카이브,iOS,33370.83,146049.0,
2025-11-28,스타 세이비어,AOS,130752.73,,
2025-11-28,스타 세이비어,iOS,52373.45,,
2025-11-28,스텔라소라,AOS,30207.03,14703.0,
2025-11-28,스텔라소라,iOS,14776.69,5712.0,
2025-11-28,승리의여신: 니케,AOS,195766.14,263622.0,
2025-11-28,승리의여신: 니케,iOS,102625.99,245868.0,
2025-11-28,카오스 제로 나이트메어,AOS,97238.95,68669.0,
2025-11-28,카오스 제로 나이트메어,iOS,57212.74,46671.0,
2025-11-29,듀엣 나이트 어비스,AOS,20152.86,47494.0,
2025-11-29,듀엣 나이트 어비스,iOS,9728.79,93389.0,
2025-11-29,블루 아카이브,AOS,47883.2,222497.0,
2025-11-29,블루 아카이브,iOS,34047.49,152387.0,
2025-11-29,스타 세이비어,AOS,114183.31,,
2025-11-29,스타 세이비어,iOS,42953.12,,
2025-11-29,스텔라소라,AOS,26849.5,14679.0,
2025-11-29,스텔라소라,iOS,15066.51,6869.0,
2025-11-29,승리의여신: 니케,AOS,173684.09,274576.0,
2025-11-29,승리의여신: 니케,iOS,105091.41,260380.0,
2025-11-29,카오스 제로 나이트메어,AOS,84439.87,74022.0,
2025-11-29,카오스 제로 나이트메어,iOS,60705.49,50981.0,
2025-11-30,듀엣 나이트 어비스,AOS,24236.62,47199.0,
2025-11-30,듀엣 나이트 어비스,iOS,8809.85,94314.0,
2025-11-30,블루 아카이브,AOS,87523.14,226868.0,
2025-11-30,블루 아카이브,iOS,43918.82,156359.0,
2025-11-30,스타 세이비어,AOS,148727.55,,
2025-11-30,스타 세이비어,iOS,37620.99,,
2025-11-30,스텔라소라,AOS,48263.55,11756.0,
2025-11-30,스텔라소라,iOS,16278.94,8152.0,
2025-11-30,승리의여신: 니케,AOS,207446.0,277340.0,
2025-11-30,승리의여신: 니케,iOS,140586.42,268251.0,
2025-11-30,카오스 제로 나이트메어,AOS,104163.79,70935.0,
2025-11-30,카오스 제로 나이트메어,iOS,62696.36,48086.0,
2025-12-01,듀엣 나이트 어비스,AOS,18483.16,42395.0,
2025-12-01,듀엣 나이트 어비스,iOS,13329.67,73286.0,
2025-12-01,블루 아카이브,AOS,99423.29,227382.0,
2025-12-01,블루 아카이브,iOS,105021.39,148560.0,
2025-12-01,스타 세이비어,AOS,150140.87,,
2025-12-01,스타 세이비어,iOS,62176.03,,
2025-12-01,스텔라소라,AOS,53740.76,9855.0,
2025-12-01,스텔라소라,iOS,88936.98,7718.0,
2025-12-01,승리의여신: 니케,AOS,204038.37,256253.0,
2025-12-01,승리의여신: 니케,iOS,212198.6,242185.0,
2025-12-01,카오스 제로 나이트메어,AOS,129137.85,74200.0,
2025-12-01,카오스 제로 나이트메어,iOS,122279.53,36567.0,
2025-12-02,듀엣 나이트 어비스,AOS,11250.64,44157.0,
2025-12-02,듀엣 나이트 어비스,iOS,9511.85,72846.0,
2025-12-02,블루 아카이브,AOS,77365.17,227928.0,
2025-12-02,블루 아카이브,iOS,51416.59,148666.0,
2025-12-02,스타 세이비어,AOS,121606.41,,
2025-12-02,스타 세이비어,iOS,28652.47,,
2025-12-02,스텔라소라,AOS,37996.33,12430.0,
2025-12-02,스텔라소라,iOS,43568.5,7056.0,
2025-12-02,승리의여신: 니케,AOS,157582.73,260055.0,
2025-12-02,승리의여신: 니케,iOS,114596.86,235523.0,
2025-12-02,카오스 제로 나이트메어,AOS,157331.41,96997.0,
2025-12-02,카오스 제로 나이트메어,iOS,117130.29,34658.0,
2025-12-03,듀엣 나이트 어비스,AOS,10126.3,39146.0,
2025-12-03,듀엣 나이트 어비스,iOS,6679.47,74185.0,
2025-12-03,블루 아카이브,AOS,56735.33,247610.0,
2025-12-03,블루 아카이브,iOS,89713.29,161335.0,
2025-12-03,스타 세이비어,AOS,80946.43,,
2025-12-03,스타 세이비어,iOS,22524.12,,
2025-12-03,스텔라소라,AOS,33383.85,11440.0,
2025-12-03,스텔라소라,iOS,27500.79,6653.0,
2025-12-03,승리의여신: 니케,AOS,170217.02,257349.0,
2025-12-03,승리의여신: 니케,iOS,123114.07,240072.0,
2025-12-03,카오스 제로 나이트메어,AOS,192402.43,99271.0,
2025-12-03,카오스 제로 나이트메어,iOS,411645.89,35173.0,
2025-12-04,듀엣 나이트 어비스,AOS,9976.59,38267.0,
2025-12-04,듀엣 나이트 어비스,iOS,5984.53,72898.0,
2025-12-04,블루 아카이브,AOS,56566.62,243946.0,
2025-12-04,블루 아카이브,iOS,89628.83,157405.0,
2025-12-04,스타 세이비어,AOS,63374.46,,
2025-12-04,스타 세이비어,iOS,18360.06,,
2025-12-04,스텔라소라,AOS,32539.16,11145.0,
2025-12-04,스텔라소라,iOS,19670.09,6313.0,
2025-12-04,승리의여신: 니케,AOS,346243.3,262549.0,
2025-12-04,승리의여신: 니케,iOS,609979.9,236460.0,
2025-12-04,카오스 제로 나이트메어,AOS,188502.53,97641.0,
2025-12-04,카오스 제로 나이트메어,iOS,328024.8,37718.0,
2025-12-05,듀엣 나이트 어비스,AOS,9872.86,41652.0,
2025-12-05,듀엣 나이트 어비스,iOS,5650.45,76347.0,
2025-12-05,블루 아카이브,AOS,83525.47,242541.0,
2025-12-05,블루 아카이브,iOS,50985.61,153637.0,
2025-12-05,스타 세이비어,AOS,74147.56,,
2025-12-05,스타 세이비어,iOS,16839.86,,
2025-12-05,스텔라소라,AOS,38248.53,10863.0,
2025-12-05,스텔라소라,iOS,15847.79,4902.0,
2025-12-05,승리의여신: 니케,AOS,476367.19,264807.0,
2025-12-05,승리의여신: 니케,iOS,747550.46,241550.0,
2025-12-05,카오스 제로 나이트메어,AOS,242708.31,98140.0,
2025-12-05,카오스 제로 나이트메어,iOS,211944.4,39160.0,
2025-12-06,듀엣 나이트 어비스,AOS,8222.72,46634.0,
2025-12-06,듀엣 나이트 어비스,iOS,5237.84,98178.0,
2025-12-06,블루 아카이브,AOS,72786.74,251749.0,
2025-12-06,블루 아카이브,iOS,43735.69,167742.0,
2025-12-06,스타 세이비어,AOS,55170.68,,
2025-12-06,스타 세이비어,iOS,20047.42,,
2025-12-06,스텔라소라,AOS,32201.59,10872.0,
2025-12-06,스텔라소라,iOS,16814.33,6725.0,
2025-12-06,승리의여신: 니케,AOS,488302.52,269343.0,
2025-12-06,승리의여신: 니케,iOS,457162.81,256175.0,
2025-12-06,카오스 제로 나이트메어,AOS,243016.5,103661.0,
2025-12-06,카오스 제로 나이트메어,iOS,136680.48,48118.0,
2025-12-07,듀엣 나이트 어비스,AOS,6704.71,42183.0,
2025-12-07,듀엣 나이트 어비스,iOS,5087.72,95853.0,
2025-12-07,블루 아카이브,AOS,54834.05,251993.0,
2025-12-07,블루 아카이브,iOS,36900.13,165564.0,
2025-12-07,스타 세이비어,AOS,47078.97,,
2025-12-07,스타 세이비어,iOS,18173.07,,
2025-12-07,스텔라소라,AOS,25821.51,8541.0,
2025-12-07,스텔라소라,iOS,15823.64,7153.0,
2025-12-07,승리의여신: 니케,AOS,440282.46,282794.0,
2025-12-07,승리의여신: 니케,iOS,277192.72,279512.0,
2025-12-07,카오스 제로 나이트메어,AOS,241348.91,88971.0,
2025-12-07,카오스 제로 나이트메어,iOS,103353.36,47131.0,
2025-12-08,듀엣 나이트 어비스,AOS,5291.6,37232.0,
2025-12-08,듀엣 나이트 어비스,iOS,5512.31,70797.0,
2025-12-08,블루 아카이브,AOS,45080.08,224640.0,
2025-12-08,블루 아카이브,iOS,24803.19,141955.0,
2025-12-08,스타 세이비어,AOS,41286.92,,
2025-12-08,스타 세이비어,iOS,15200.37,,
2025-12-08,스텔라소라,AOS,31203.57,7256.0,
2025-12-08,스텔라소라,iOS,17796.55,6857.0,
2025-12-08,승리의여신: 니케,AOS,398103.73,264713.0,
2025-12-08,승리의여신: 니케,iOS,193021.68,260883.0,
2025-12-08,카오스 제로 나이트메어,AOS,201804.48,78259.0,
2025-12-08,카오스 제로 나이트메어,iOS,66219.72,37720.0,
2025-12-09,듀엣 나이트 어비스,AOS,4811.62,38392.0,
2025-12-09,듀엣 나이트 어비스,iOS,5074.63,71542.0,
2025-12-09,블루 아카이브,AOS,41663.46,231191.0,
2025-12-09,블루 아카이브,iOS,23761.85,144932.0,
2025-12-09,스타 세이비어,AOS,42472.86,,
2025-12-09,스타 세이비어,iOS,12825.31,,
2025-12-09,스텔라소라,AOS,46791.59,7936.0,
2025-12-09,스텔라소라,iOS,49322.96,6329.0,
2025-12-09,승리의여신: 니케,AOS,415408.63,257165.0,
2025-12-09,승리의여신: 니케,iOS,168148.09,247012.0,
2025-12-09,카오스 제로 나이트메어,AOS,129253.84,90500.0,
2025-12-09,카오스 제로 나이트메어,iOS,60194.73,35703.0,
2025-12-10,듀엣 나이트 어비스,AOS,5409.95,37173.0,
2025-12-10,듀엣 나이트 어비스,iOS,4122.31,72720.0,
2025-12-10,블루 아카이브,AOS,42549.23,228526.0,
2025-12-10,블루 아카이브,iOS,31235.42,138574.0,
2025-12-10,스타 세이비어,AOS,54099.87,,
2025-12-10,스타 세이비어,iOS,14768.01,,
2025-12-10,스텔라소라,AOS,53751.9,7659.0,
2025-12-10,스텔라소라,iOS,99440.49,5842.0,
2025-12-10,승리의여신: 니케,AOS,374633.57,252467.0,
2025-12-10,승리의여신: 니케,iOS,228174.6,243045.0,
2025-12-10,카오스 제로 나이트메어,AOS,111033.53,85290.0,
2025-12-10,카오스 제로 나이트메어,iOS,66819.4,35875.0,
2025-12-11,듀엣 나이트 어비스,AOS,4695.08,36878.0,
2025-12-11,듀엣 나이트 어비스,iOS,3995.44,71782.0,
2025-12-11,블루 아카이브,AOS,32071.96,240670.0,
2025-12-11,블루 아카이브,iOS,26803.73,148129.0,
2025-12-11,스타 세이비어,AOS,50028.94,,
2025-12-11,스타 세이비어,iOS,20860.17,,
2025-12-11,스텔라소라,AOS,53388.29,7777.0,
2025-12-11,스텔라소라,iOS,48681.84,5463.0,
2025-12-11,승리의여신: 니케,AOS,307514.89,245629.0,
2025-12-11,승리의여신: 니케,iOS,364144.73,232391.0,
2025-12-11,카오스 제로 나이트메어,AOS,82729.22,75089.0,
2025-12-11,카오스 제로 나이트메어,iOS,62302.62,35411.0,
2025-12-12,듀엣 나이트 어비스,AOS,5274.7,41129.0,
2025-12-12,듀엣 나이트 어비스,iOS,3896.01,77188.0,
2025-12-12,블루 아카이브,AOS,41096.77,239370.0,
2025-12-12,블루 아카이브,iOS,22463.87,142818.0,
2025-12-12,스타 세이비어,AOS,56223.33,,
2025-12-12,스타 세이비어,iOS,17619.22,,
2025-12-12,스텔라소라,AOS,71487.39,8757.0,
2025-12-12,스텔라소라,iOS,24124.09,5510.0,
2025-12-12,승리의여신: 니케,AOS,365602.71,251724.0,
2025-12-12,승리의여신: 니케,iOS,359219.86,235295.0,
2025-12-12,카오스 제로 나이트메어,AOS,85710.79,72078.0,
2025-12-12,카오스 제로 나이트메어,iOS,55934.53,35821.0,
2025-12-13,듀엣 나이트 어비스,AOS,5062.96,46764.0,
2025-12-13,듀엣 나이트 어비스,iOS,4712.08,104576.0,
2025-12-13,블루 아카이브,AOS,42017.59,250766.0,
2025-12-13,블루 아카이브,iOS,27405.76,157545.0,
2025-12-13,스타 세이비어,AOS,43441.8,,
2025-12-13,스타 세이비어,iOS,16777.23,,
2025-12-13,스텔라소라,AOS,61920.12,10181.0,
2025-12-13,스텔라소라,iOS,19603.57,7342.0,
2025-12-13,승리의여신: 니케,AOS,364976.28,268601.0,
2025-12-13,승리의여신: 니케,iOS,238131.39,270609.0,
2025-12-13,카오스 제로 나이트메어,AOS,76287.65,73601.0,
2025-12-13,카오스 제로 나이트메어,iOS,42740.06,43921.0,
2025-12-14,듀엣 나이트 어비스,AOS,4561.2,41614.0,
2025-12-14,듀엣 나이트 어비스,iOS,4715.35,100766.0,
2025-12-14,블루 아카이브,AOS,40522.41,249939.0,
2025-12-14,블루 아카이브,iOS,29772.51,155251.0,
2025-12-14,스타 세이비어,AOS,36913.25,,
2025-12-14,스타 세이비어,iOS,11839.94,,
2025-12-14,스텔라소라,AOS,51003.77,9394.0,
2025-12-14,스텔라소라,iOS,14387.29,8115.0,
2025-12-14,승리의여신: 니케,AOS,341261.88,261543.0,
2025-12-14,승리의여신: 니케,iOS,210031.14,268722.0,
2025-12-14,카오스 제로 나이트메어,AOS,61988.08,62874.0,
2025-12-14,카오스 제로 나이트메어,iOS,40979.69,42468.0,
2025-12-15,듀엣 나이트 어비스,AOS,4147.1,34843.0,
2025-12-15,듀엣 나이트 어비스,iOS,4686.23,70441.0,
2025-12-15,블루 아카이브,AOS,61268.64,256631.0,
2025-12-15,블루 아카이브,iOS,33633.56,149779.0,
2025-12-15,스타 세이비어,AOS,33817.77,,
2025-12-15,스타 세이비어,iOS,7282.14,,
2025-12-15,스텔라소라,AOS,30686.82,7826.0,
2025-12-15,스텔라소라,iOS,13998.74,6415.0,
2025-12-15,승리의여신: 니케,AOS,328523.58,249474.0,
2025-12-15,승리의여신: 니케,iOS,176359.26,246966.0,
2025-12-15,카오스 제로 나이트메어,AOS,50736.91,57773.0,
2025-12-15,카오스 제로 나이트메어,iOS,34258.36,33584.0,
2025-12-16,듀엣 나이트 어비스,AOS,4044.92,34769.0,
2025-12-16,듀엣 나이트 어비스,iOS,3915.67,73217.0,
2025-12-16,블루 아카이브,AOS,87175.71,284907.0,
2025-12-16,블루 아카이브,iOS,112121.93,156266.0,
2025-12-16,스타 세이비어,AOS,33004.06,,
2025-12-16,스타 세이비어,iOS,6740.49,,
2025-12-16,스텔라소라,AOS,20619.59,8637.0,
2025-12-16,스텔라소라,iOS,11790.87,6693.0,
2025-12-16,승리의여신: 니케,AOS,298790.47,244284.0,
2025-12-16,승리의여신: 니케,iOS,169458.14,238938.0,
2025-12-16,카오스 제로 나이트메어,AOS,49094.63,69252.0,
2025-12-16,카오스 제로 나이트메어,iOS,34443.99,32697.0,
2025-12-17,듀엣 나이트 어비스,AOS,4218.02,35234.0,
2025-12-17,듀엣 나이트 어비스,iOS,3793.73,68689.0,
2025-12-17,블루 아카이브,AOS,105000.24,296505.0,
2025-12-17,블루 아카이브,iOS,98179.75,154098.0,
2025-12-17,스타 세이비어,AOS,29166.01,,
2025-12-17,스타 세이비어,iOS,5665.72,,
2025-12-17,스텔라소라,AOS,17973.82,8308.0,
2025-12-17,스텔라소라,iOS,10206.06,5368.0,
2025-12-17,승리의여신: 니케,AOS,216357.86,234917.0,
2025-12-17,승리의여신: 니케,iOS,156550.2,224127.0,
2025-12-17,카오스 제로 나이트메어,AOS,45245.23,67093.0,
2025-12-17,카오스 제로 나이트메어,iOS,29754.82,33899.0,
2025-12-18,듀엣 나이트 어비스,AOS,4290.07,36139.0,
2025-12-18,듀엣 나이트 어비스,iOS,3946.21,66499.0,
2025-12-18,블루 아카이브,AOS,112970.69,301024.0,
2025-12-18,블루 아카이브,iOS,54306.94,154973.0,
2025-12-18,스타 세이비어,AOS,23085.56,,
2025-12-18,스타 세이비어,iOS,6505.93,,
2025-12-18,스텔라소라,AOS,16347.13,10109.0,
2025-12-18,스텔라소라,iOS,7734.81,4706.0,
2025-12-18,승리의여신: 니케,AOS,179695.3,242688.0,
2025-12-18,승리의여신: 니케,iOS,139831.3,230874.0,
2025-12-18,카오스 제로 나이트메어,AOS,43781.67,61107.0,
2025-12-18,카오스 제로 나이트메어,iOS,29191.79,33508.0,
2025-12-19,듀엣 나이트 어비스,AOS,4630.92,39767.0,
2025-12-19,듀엣 나이트 어비스,iOS,4193.27,73687.0,
2025-12-19,블루 아카이브,AOS,126919.36,300545.0,
2025-12-19,블루 아카이브,iOS,39549.9,157186.0,
2025-12-19,스타 세이비어,AOS,19081.32,,
2025-12-19,스타 세이비어,iOS,5636.87,,
2025-12-19,스텔라소라,AOS,14739.91,12944.0,
2025-12-19,스텔라소라,iOS,8508.88,4707.0,
2025-12-19,승리의여신: 니케,AOS,175975.76,234902.0,
2025-12-19,승리의여신: 니케,iOS,123420.3,225473.0,
2025-12-19,카오스 제로 나이트메어,AOS,45343.97,60093.0,
2025-12-19,카오스 제로 나이트메어,iOS,31127.95,33171.0,
2025-12-20,듀엣 나이트 어비스,AOS,4985.47,45621.0,
2025-12-20,듀엣 나이트 어비스,iOS,4910.91,101389.0,
2025-12-20,블루 아카이브,AOS,128664.4,292678.0,
2025-12-20,블루 아카이브,iOS,37665.83,164005.0,
2025-12-20,스타 세이비어,AOS,15801.62,,
2025-12-20,스타 세이비어,iOS,5017.43,,
2025-12-20,스텔라소라,AOS,15099.73,16679.0,
2025-12-20,스텔라소라,iOS,8295.77,6716.0,
2025-12-20,승리의여신: 니케,AOS,162884.78,239653.0,
2025-12-20,승리의여신: 니케,iOS,116573.45,234927.0,
2025-12-20,카오스 제로 나이트메어,AOS,45040.31,62594.0,
2025-12-20,카오스 제로 나이트메어,iOS,32890.52,40461.0,
2025-12-21,듀엣 나이트 어비스,AOS,4767.7,43558.0,
2025-12-21,듀엣 나이트 어비스,iOS,4809.43,98046.0,
2025-12-21,블루 아카이브,AOS,116403.59,307551.0,
2025-12-21,블루 아카이브,iOS,50150.94,174088.0,
2025-12-21,스타 세이비어,AOS,17482.94,,
2025-12-21,스타 세이비어,iOS,5262.49,,
2025-12-21,스텔라소라,AOS,13951.18,15673.0,
2025-12-21,스텔라소라,iOS,11551.09,7302.0,
2025-12-21,승리의여신: 니케,AOS,131373.6,230789.0,
2025-12-21,승리의여신: 니케,iOS,108970.31,242093.0,
2025-12-21,카오스 제로 나이트메어,AOS,41308.74,51949.0,
2025-12-21,카오스 제로 나이트메어,iOS,37264.94,40553.0,
2025-12-22,듀엣 나이트 어비스,AOS,11679.9,43468.0,
2025-12-22,듀엣 나이트 어비스,iOS,8154.91,74075.0,
2025-12-22,블루 아카이브,AOS,120490.63,310302.0,
2025-12-22,블루 아카이브,iOS,72296.07,163954.0,
2025-12-22,스타 세이비어,AOS,25097.27,,
2025-12-22,스타 세이비어,iOS,4226.36,,
2025-12-22,스텔라소라,AOS,18130.5,14007.0,
2025-12-22,스텔라소라,iOS,13230.81,6199.0,
2025-12-22,승리의여신: 니케,AOS,122066.27,223810.0,
2025-12-22,승리의여신: 니케,iOS,96192.79,223663.0,
2025-12-22,카오스 제로 나이트메어,AOS,38185.3,42344.0,
2025-12-22,카오스 제로 나이트메어,iOS,36129.33,31391.0,
2025-12-23,듀엣 나이트 어비스,AOS,17171.06,45310.0,
2025-12-23,듀엣 나이트 어비스,iOS,30009.34,81081.0,
2025-12-23,블루 아카이브,AOS,163351.21,309820.0,
2025-12-23,블루 아카이브,iOS,165321.1,159964.0,
2025-12-23,스타 세이비어,AOS,41896.2,,
2025-12-23,스타 세이비어,iOS,41487.43,,
2025-12-23,스텔라소라,AOS,40812.21,14855.0,
2025-12-23,스텔라소라,iOS,57697.13,11491.0,
2025-12-23,승리의여신: 니케,AOS,128763.91,241832.0,
2025-12-23,승리의여신: 니케,iOS,106817.87,237437.0,
2025-12-23,카오스 제로 나이트메어,AOS,208324.39,47210.0,
2025-12-23,카오스 제로 나이트메어,iOS,79764.9,29465.0,
2025-12-24,듀엣 나이트 어비스,AOS,22701.28,45722.0,
2025-12-24,듀엣 나이트 어비스,iOS,21909.42,70541.0,
2025-12-24,블루 아카이브,AOS,205615.97,310094.0,
2025-12-24,블루 아카이브,iOS,226904.87,168291.0,
2025-12-24,스타 세이비어,AOS,58493.75,,
2025-12-24,스타 세이비어,iOS,46321.11,,
2025-12-24,스텔라소라,AOS,51651.18,13066.0,
2025-12-24,스텔라소라,iOS,78961.82,21471.0,
2025-12-24,승리의여신: 니케,AOS,152337.52,241345.0,
2025-12-24,승리의여신: 니케,iOS,127569.73,233492.0,
2025-12-24,카오스 제로 나이트메어,AOS,308315.4,43753.0,
2025-12-24,카오스 제로 나이트메어,iOS,603519.54,31401.0,
2025-12-25,듀엣 나이트 어비스,AOS,24508.65,44453.0,
2025-12-25,듀엣 나이트 어비스,iOS,15352.21,72021.0,
2025-12-25,블루 아카이브,AOS,205860.72,321548.0,
2025-12-25,블루 아카이브,iOS,258910.2,177738.0,
2025-12-25,스타 세이비어,AOS,55474.88,,
2025-12-25,스타 세이비어,iOS,28582.58,,
2025-12-25,스텔라소라,AOS,57134.65,13223.0,
2025-12-25,스텔라소라,iOS,52647.91,32668.0,
2025-12-25,승리의여신: 니케,AOS,154960.86,243142.0,
2025-12-25,승리의여신: 니케,iOS,125324.66,230590.0,
2025-12-25,카오스 제로 나이트메어,AOS,376117.87,43572.0,
2025-12-25,카오스 제로 나이트메어,iOS,609364.12,34337.0,
2025-12-26,듀엣 나이트 어비스,AOS,23435.56,46940.0,
2025-12-26,듀엣 나이트 어비스,iOS,11315.45,69758.0,
2025-12-26,블루 아카이브,AOS,204244.56,302502.0,
2025-12-26,블루 아카이브,iOS,127811.53,164697.0,
2025-12-26,스타 세이비어,AOS,53310.13,,
2025-12-26,스타 세이비어,iOS,17094.58,,
2025-12-26,스텔라소라,AOS,56802.94,16448.0,
2025-12-26,스텔라소라,iOS,37786.6,34797.0,
2025-12-26,승리의여신: 니케,AOS,146827.41,242372.0,
2025-12-26,승리의여신: 니케,iOS,97718.37,230999.0,
2025-12-26,카오스 제로 나이트메어,AOS,416946.72,47673.0,
2025-12-26,카오스 제로 나이트메어,iOS,374800.71,31666.0,
2025-12-27,듀엣 나이트 어비스,AOS,23215.45,49773.0,
2025-12-27,듀엣 나이트 어비스,iOS,8714.33,92075.0,
2025-12-27,블루 아카이브,AOS,178319.81,294378.0,
2025-12-27,블루 아카이브,iOS,77687.36,170731.0,
